material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-SW-024:sw-20-install-proof:MAT-004,samawah:SAM-SW-024:sw-20-install-proof,samawah,SAM-SW-024,sw-line-1-0147-0558-yd-22,switch,sw-20-install-proof,track-civil,project_kit,switch:as-built-survey,switch:as built survey,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-006:trk-30-trackform-rail:MAT-001,samawah:SAM-TRK-L2-006:trk-30-trackform-rail,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:rail,track civil:rail,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-006:trk-30-trackform-rail:MAT-002,samawah:SAM-TRK-L2-006:trk-30-trackform-rail,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:fasteners,track civil:fasteners,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-006:trk-30-trackform-rail:MAT-003,samawah:SAM-TRK-L2-006:trk-30-trackform-rail,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:slab-or-sleeper,track civil:slab or sleeper,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-006:trk-30-trackform-rail:MAT-004,samawah:SAM-TRK-L2-006:trk-30-trackform-rail,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:weld-consumables,track civil:weld consumables,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-006:trk-30-trackform-rail:MAT-005,samawah:SAM-TRK-L2-006:trk-30-trackform-rail,samawah,SAM-TRK-L2-006,line-2 section 006,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:bonding,track civil:bonding,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L2-007:wpt-20-install-commission:MAT-001,samawah:SAM-WPT-L2-007:wpt-20-install-commission,samawah,SAM-WPT-L2-007,line-2 waypoint 007,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:power-feed,wayside:power feed,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L2-007:wpt-20-install-commission:MAT-002,samawah:SAM-WPT-L2-007:wpt-20-install-commission,samawah,SAM-WPT-L2-007,line-2 waypoint 007,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:comms-link,wayside:comms link,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L2-007:wpt-20-install-commission:MAT-003,samawah:SAM-WPT-L2-007:wpt-20-install-commission,samawah,SAM-WPT-L2-007,line-2 waypoint 007,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:sensor-kit,wayside:sensor kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L2-007:wpt-20-install-commission:MAT-004,samawah:SAM-WPT-L2-007:wpt-20-install-commission,samawah,SAM-WPT-L2-007,line-2 waypoint 007,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:mounting-hardware,wayside:mounting hardware,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-020:en-10-energy-build:MAT-001,samawah:SAM-EN-020:en-10-energy-build,samawah,SAM-EN-020,energy site at line-2-0350-0317,energy,en-10-energy-build,energy,project_kit,energy:pv-kit,energy:pv kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-020:en-10-energy-build:MAT-002,samawah:SAM-EN-020:en-10-energy-build,samawah,SAM-EN-020,energy site at line-2-0350-0317,energy,en-10-energy-build,energy,project_kit,energy:bess-kit,energy:bess kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-020:en-10-energy-build:MAT-003,samawah:SAM-EN-020:en-10-energy-build,samawah,SAM-EN-020,energy site at line-2-0350-0317,energy,en-10-energy-build,energy,project_kit,energy:charger,energy:charger,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-020:en-10-energy-build:MAT-004,samawah:SAM-EN-020:en-10-energy-build,samawah,SAM-EN-020,energy site at line-2-0350-0317,energy,en-10-energy-build,energy,project_kit,energy:switchgear,energy:switchgear,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-020:en-10-energy-build:MAT-005,samawah:SAM-EN-020:en-10-energy-build,samawah,SAM-EN-020,energy site at line-2-0350-0317,energy,en-10-energy-build,energy,project_kit,energy:protection-relays,energy:protection relays,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-020:en-10-energy-build:MAT-006,samawah:SAM-EN-020:en-10-energy-build,samawah,SAM-EN-020,energy site at line-2-0350-0317,energy,en-10-energy-build,energy,project_kit,energy:earthing,energy:earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-004:rs-50-dynamic-commissioning:MAT-001,samawah:SAM-RS-L1-004:rs-50-dynamic-commissioning,samawah,SAM-RS-L1-004,line-1 trainset 004,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:commissioning-tools,rolling stock:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-004:rs-50-dynamic-commissioning:MAT-002,samawah:SAM-RS-L1-004:rs-50-dynamic-commissioning,samawah,SAM-RS-L1-004,line-1 trainset 004,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:test-instrumentation,rolling stock:test instrumentation,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-001,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B1,"S355 RHS tube, underframe + side/roof frame",3.2 t,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-002,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B2,"S355 folded plate, bolsters/coupler pockets/brackets",2.0 t,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-003,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B3,"CNC cutting, drilling, fixture consumables",set,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-004,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B4,Weld consumables + shielding gas,set,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-005,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B5,Shot blast + zinc-rich primer + cavity wax,set,SOURCE,4000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-006,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T5,Na-ion under-seat pack (120 kWh usable / ~150 kWh nameplate),3,BID,45000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-007,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T6,BMS electronics (pack-level),3,BID,4500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-008,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T11,HV contactor + bus bar set,3,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-009,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T18,"HV cable, bonding strap, and EMC filter set",3 cars,MAKE,12000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-010,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E1,T-ECU/S board (2× RP2350 + CM5),2,BID,1200,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-011,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E2,T-ECU/A board (CM5),2,BID,1500,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-009:rs-10-material-kit:MAT-012,samawah:SAM-RS-L1-009:rs-10-material-kit,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E17,"Cable harness (pre-terminated, per car)",3,MAKE,9000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-SIG-020:wpt-10-cabinet-bench:MAT-001,samawah:SAM-SIG-020:wpt-10-cabinet-bench,samawah,SAM-SIG-020,station systems node line-2-0382-0397,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:wsbc-cabinet,wayside:wsbc cabinet,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-020:wpt-10-cabinet-bench:MAT-002,samawah:SAM-SIG-020:wpt-10-cabinet-bench,samawah,SAM-SIG-020,station systems node line-2-0382-0397,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:radio-kit,wayside:radio kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-020:wpt-10-cabinet-bench:MAT-003,samawah:SAM-SIG-020:wpt-10-cabinet-bench,samawah,SAM-SIG-020,station systems node line-2-0382-0397,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:sensor-interface,wayside:sensor interface,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-020:wpt-10-cabinet-bench:MAT-004,samawah:SAM-SIG-020:wpt-10-cabinet-bench,samawah,SAM-SIG-020,station systems node line-2-0382-0397,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:beacon-reader,wayside:beacon reader,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-020:wpt-10-cabinet-bench:MAT-005,samawah:SAM-SIG-020:wpt-10-cabinet-bench,samawah,SAM-SIG-020,station systems node line-2-0382-0397,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:secure-element,wayside:secure element,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-018:st-10-civil-structure:MAT-001,samawah:SAM-ST-018:st-10-civil-structure,samawah,SAM-ST-018,line-2-0493-0475,station,st-10-civil-structure,stations,project_kit,station:civil-concrete,station:civil concrete,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-018:st-10-civil-structure:MAT-002,samawah:SAM-ST-018:st-10-civil-structure,samawah,SAM-ST-018,line-2-0493-0475,station,st-10-civil-structure,stations,project_kit,station:steel-canopy,station:steel canopy,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-018:st-10-civil-structure:MAT-003,samawah:SAM-ST-018:st-10-civil-structure,samawah,SAM-ST-018,line-2-0493-0475,station,st-10-civil-structure,stations,project_kit,station:platform-edge,station:platform edge,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-018:st-10-civil-structure:MAT-004,samawah:SAM-ST-018:st-10-civil-structure,samawah,SAM-ST-018,line-2-0493-0475,station,st-10-civil-structure,stations,project_kit,station:accessibility,station:accessibility,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-018:st-10-civil-structure:MAT-005,samawah:SAM-ST-018:st-10-civil-structure,samawah,SAM-ST-018,line-2-0493-0475,station,st-10-civil-structure,stations,project_kit,station:drainage-earthing,station:drainage earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-027:sw-10-turnout-build:MAT-001,samawah:SAM-SW-027:sw-10-turnout-build,samawah,SAM-SW-027,sw-line-1-0147-0558-yd-25,switch,sw-10-turnout-build,track-civil,project_kit,switch:turnout-kit,switch:turnout kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-027:sw-10-turnout-build:MAT-002,samawah:SAM-SW-027:sw-10-turnout-build,samawah,SAM-SW-027,sw-line-1-0147-0558-yd-25,switch,sw-10-turnout-build,track-civil,project_kit,switch:actuator,switch:actuator,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-027:sw-10-turnout-build:MAT-003,samawah:SAM-SW-027:sw-10-turnout-build,samawah,SAM-SW-027,sw-line-1-0147-0558-yd-25,switch,sw-10-turnout-build,track-civil,project_kit,switch:detection-sensors,switch:detection sensors,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SW-027:sw-10-turnout-build:MAT-004,samawah:SAM-SW-027:sw-10-turnout-build,samawah,SAM-SW-027,sw-line-1-0147-0558-yd-25,switch,sw-10-turnout-build,track-civil,project_kit,switch:wiring-kit,switch:wiring kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage:MAT-001,samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,trk-20-subgrade-drainage,track-civil,project_kit,track-civil:aggregate,track civil:aggregate,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage:MAT-002,samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,trk-20-subgrade-drainage,track-civil,project_kit,track-civil:geotextile,track civil:geotextile,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage:MAT-003,samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,trk-20-subgrade-drainage,track-civil,project_kit,track-civil:ducting,track civil:ducting,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage:MAT-004,samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,trk-20-subgrade-drainage,track-civil,project_kit,track-civil:drainage,track civil:drainage,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage:MAT-005,samawah:SAM-TRK-L2-008:trk-20-subgrade-drainage,samawah,SAM-TRK-L2-008,line-2 section 008,track-section,trk-20-subgrade-drainage,track-civil,project_kit,track-civil:fencing,track civil:fencing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench:MAT-001,samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench,samawah,SAM-WPT-L3-001,line-3 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:wsbc-cabinet,wayside:wsbc cabinet,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench:MAT-002,samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench,samawah,SAM-WPT-L3-001,line-3 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:radio-kit,wayside:radio kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench:MAT-003,samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench,samawah,SAM-WPT-L3-001,line-3 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:sensor-interface,wayside:sensor interface,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench:MAT-004,samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench,samawah,SAM-WPT-L3-001,line-3 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:beacon-reader,wayside:beacon reader,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench:MAT-005,samawah:SAM-WPT-L3-001:wpt-10-cabinet-bench,samawah,SAM-WPT-L3-001,line-3 waypoint 001,waypoint,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:secure-element,wayside:secure element,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-20-energy-commission:MAT-001,samawah:SAM-EN-019:en-20-energy-commission,samawah,SAM-EN-019,energy site at line-2-0382-0397,energy,en-20-energy-commission,energy,project_kit,energy:commissioning-tools,energy:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-20-energy-commission:MAT-002,samawah:SAM-EN-019:en-20-energy-commission,samawah,SAM-EN-019,energy site at line-2-0382-0397,energy,en-20-energy-commission,energy,project_kit,energy:scada-ems-config,energy:scada ems config,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-20-energy-commission:MAT-003,samawah:SAM-EN-019:en-20-energy-commission,samawah,SAM-EN-019,energy site at line-2-0382-0397,energy,en-20-energy-commission,energy,project_kit,energy:load-bank,energy:load bank,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-20-energy-commission:MAT-004,samawah:SAM-EN-019:en-20-energy-commission,samawah,SAM-EN-019,energy site at line-2-0382-0397,energy,en-20-energy-commission,energy,project_kit,energy:charger-interface,energy:charger interface,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-001,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B1,"S355 RHS tube, underframe + side/roof frame",3.2 t,SOURCE,3000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-002,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B2,"S355 folded plate, bolsters/coupler pockets/brackets",2.0 t,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-003,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B3,"CNC cutting, drilling, fixture consumables",set,MAKE,6000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-004,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B4,Weld consumables + shielding gas,set,SOURCE,2000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-005,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B5,Shot blast + zinc-rich primer + cavity wax,set,SOURCE,4000,Public catalogue/distributor or commodity quote band; replace with current supplier quote at procurement.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-006,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B22,Scharfenberg Type 10 end coupler + electric head,2,BID,8000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-007,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B23,EN 15227 crash energy absorber / crush-can set,2,BID,4000,Tender-only rail component band; exact price requires supplier RFQ and certification scope.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
samawah:SAM-RS-L1-008:rs-20-carbody-bogie:MAT-008,samawah:SAM-RS-L1-008:rs-20-carbody-bogie,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B26,"Jacking, lifting, towing, and recovery fittings",set,MAKE,3000,Local fabrication estimate band; replace with shop-route quote and labour-rate pack.,yes,"supplier certificate, serial/lot traceability, receiving inspection",required
