qa_uid,city,asset_id,asset_name,asset_type,line,gate_id,domain,stage,hold_point,evidence_required,release_authority,status
basra:BAS-RS-L7-008:qa-11-bogie-wheelset,basra,BAS-RS-L7-008,line-7 trainset 008,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-009:qa-11-bogie-wheelset,basra,BAS-RS-L7-009,line-7 trainset 009,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-010:qa-11-bogie-wheelset,basra,BAS-RS-L7-010,line-7 trainset 010,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-011:qa-11-bogie-wheelset,basra,BAS-RS-L7-011,line-7 trainset 011,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-012:qa-11-bogie-wheelset,basra,BAS-RS-L7-012,line-7 trainset 012,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-013:qa-11-bogie-wheelset,basra,BAS-RS-L7-013,line-7 trainset 013,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-014:qa-11-bogie-wheelset,basra,BAS-RS-L7-014,line-7 trainset 014,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-015:qa-11-bogie-wheelset,basra,BAS-RS-L7-015,line-7 trainset 015,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-016:qa-11-bogie-wheelset,basra,BAS-RS-L7-016,line-7 trainset 016,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-017:qa-11-bogie-wheelset,basra,BAS-RS-L7-017,line-7 trainset 017,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-018:qa-11-bogie-wheelset,basra,BAS-RS-L7-018,line-7 trainset 018,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-019:qa-11-bogie-wheelset,basra,BAS-RS-L7-019,line-7 trainset 019,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-020:qa-11-bogie-wheelset,basra,BAS-RS-L7-020,line-7 trainset 020,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-021:qa-11-bogie-wheelset,basra,BAS-RS-L7-021,line-7 trainset 021,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-022:qa-11-bogie-wheelset,basra,BAS-RS-L7-022,line-7 trainset 022,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-023:qa-11-bogie-wheelset,basra,BAS-RS-L7-023,line-7 trainset 023,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-024:qa-11-bogie-wheelset,basra,BAS-RS-L7-024,line-7 trainset 024,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-025:qa-11-bogie-wheelset,basra,BAS-RS-L7-025,line-7 trainset 025,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-026:qa-11-bogie-wheelset,basra,BAS-RS-L7-026,line-7 trainset 026,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-027:qa-11-bogie-wheelset,basra,BAS-RS-L7-027,line-7 trainset 027,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-028:qa-11-bogie-wheelset,basra,BAS-RS-L7-028,line-7 trainset 028,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-029:qa-11-bogie-wheelset,basra,BAS-RS-L7-029,line-7 trainset 029,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-030:qa-11-bogie-wheelset,basra,BAS-RS-L7-030,line-7 trainset 030,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-031:qa-11-bogie-wheelset,basra,BAS-RS-L7-031,line-7 trainset 031,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-032:qa-11-bogie-wheelset,basra,BAS-RS-L7-032,line-7 trainset 032,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-033:qa-11-bogie-wheelset,basra,BAS-RS-L7-033,line-7 trainset 033,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-034:qa-11-bogie-wheelset,basra,BAS-RS-L7-034,line-7 trainset 034,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-035:qa-11-bogie-wheelset,basra,BAS-RS-L7-035,line-7 trainset 035,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-036:qa-11-bogie-wheelset,basra,BAS-RS-L7-036,line-7 trainset 036,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-037:qa-11-bogie-wheelset,basra,BAS-RS-L7-037,line-7 trainset 037,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-038:qa-11-bogie-wheelset,basra,BAS-RS-L7-038,line-7 trainset 038,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-039:qa-11-bogie-wheelset,basra,BAS-RS-L7-039,line-7 trainset 039,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-040:qa-11-bogie-wheelset,basra,BAS-RS-L7-040,line-7 trainset 040,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-041:qa-11-bogie-wheelset,basra,BAS-RS-L7-041,line-7 trainset 041,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-042:qa-11-bogie-wheelset,basra,BAS-RS-L7-042,line-7 trainset 042,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-043:qa-11-bogie-wheelset,basra,BAS-RS-L7-043,line-7 trainset 043,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-044:qa-11-bogie-wheelset,basra,BAS-RS-L7-044,line-7 trainset 044,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-045:qa-11-bogie-wheelset,basra,BAS-RS-L7-045,line-7 trainset 045,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-046:qa-11-bogie-wheelset,basra,BAS-RS-L7-046,line-7 trainset 046,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-047:qa-11-bogie-wheelset,basra,BAS-RS-L7-047,line-7 trainset 047,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-048:qa-11-bogie-wheelset,basra,BAS-RS-L7-048,line-7 trainset 048,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-049:qa-11-bogie-wheelset,basra,BAS-RS-L7-049,line-7 trainset 049,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-050:qa-11-bogie-wheelset,basra,BAS-RS-L7-050,line-7 trainset 050,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L7-051:qa-11-bogie-wheelset,basra,BAS-RS-L7-051,line-7 trainset 051,rolling-stock,line-7,qa-11-bogie-wheelset,rolling-stock,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,planned
basra:BAS-RS-L1-001:qa-12-traction-brake-battery,basra,BAS-RS-L1-001,line-1 trainset 001,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-002:qa-12-traction-brake-battery,basra,BAS-RS-L1-002,line-1 trainset 002,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-003:qa-12-traction-brake-battery,basra,BAS-RS-L1-003,line-1 trainset 003,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-004:qa-12-traction-brake-battery,basra,BAS-RS-L1-004,line-1 trainset 004,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-005:qa-12-traction-brake-battery,basra,BAS-RS-L1-005,line-1 trainset 005,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-006:qa-12-traction-brake-battery,basra,BAS-RS-L1-006,line-1 trainset 006,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-007:qa-12-traction-brake-battery,basra,BAS-RS-L1-007,line-1 trainset 007,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-008:qa-12-traction-brake-battery,basra,BAS-RS-L1-008,line-1 trainset 008,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-009:qa-12-traction-brake-battery,basra,BAS-RS-L1-009,line-1 trainset 009,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-010:qa-12-traction-brake-battery,basra,BAS-RS-L1-010,line-1 trainset 010,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-011:qa-12-traction-brake-battery,basra,BAS-RS-L1-011,line-1 trainset 011,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-012:qa-12-traction-brake-battery,basra,BAS-RS-L1-012,line-1 trainset 012,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-013:qa-12-traction-brake-battery,basra,BAS-RS-L1-013,line-1 trainset 013,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-014:qa-12-traction-brake-battery,basra,BAS-RS-L1-014,line-1 trainset 014,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-015:qa-12-traction-brake-battery,basra,BAS-RS-L1-015,line-1 trainset 015,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-016:qa-12-traction-brake-battery,basra,BAS-RS-L1-016,line-1 trainset 016,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-017:qa-12-traction-brake-battery,basra,BAS-RS-L1-017,line-1 trainset 017,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-018:qa-12-traction-brake-battery,basra,BAS-RS-L1-018,line-1 trainset 018,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-019:qa-12-traction-brake-battery,basra,BAS-RS-L1-019,line-1 trainset 019,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-020:qa-12-traction-brake-battery,basra,BAS-RS-L1-020,line-1 trainset 020,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-021:qa-12-traction-brake-battery,basra,BAS-RS-L1-021,line-1 trainset 021,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-022:qa-12-traction-brake-battery,basra,BAS-RS-L1-022,line-1 trainset 022,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-023:qa-12-traction-brake-battery,basra,BAS-RS-L1-023,line-1 trainset 023,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-024:qa-12-traction-brake-battery,basra,BAS-RS-L1-024,line-1 trainset 024,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-025:qa-12-traction-brake-battery,basra,BAS-RS-L1-025,line-1 trainset 025,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-026:qa-12-traction-brake-battery,basra,BAS-RS-L1-026,line-1 trainset 026,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-027:qa-12-traction-brake-battery,basra,BAS-RS-L1-027,line-1 trainset 027,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-028:qa-12-traction-brake-battery,basra,BAS-RS-L1-028,line-1 trainset 028,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-029:qa-12-traction-brake-battery,basra,BAS-RS-L1-029,line-1 trainset 029,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-030:qa-12-traction-brake-battery,basra,BAS-RS-L1-030,line-1 trainset 030,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-031:qa-12-traction-brake-battery,basra,BAS-RS-L1-031,line-1 trainset 031,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-032:qa-12-traction-brake-battery,basra,BAS-RS-L1-032,line-1 trainset 032,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
basra:BAS-RS-L1-033:qa-12-traction-brake-battery,basra,BAS-RS-L1-033,line-1 trainset 033,rolling-stock,line-1,qa-12-traction-brake-battery,rolling-stock,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,planned
