task_uid,city,asset_id,asset_name,asset_type,line,task_id,cadence,trigger,scope,evidence_required,owner,next_due_basis,status,severity
basra:BAS-RS-L4-093:rs-weekly,basra,BAS-RS-L4-093,line-4 trainset 093,rolling-stock,line-4,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L4-094:rs-weekly,basra,BAS-RS-L4-094,line-4 trainset 094,rolling-stock,line-4,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-001:rs-weekly,basra,BAS-RS-L5-001,line-5 trainset 001,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-002:rs-weekly,basra,BAS-RS-L5-002,line-5 trainset 002,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-003:rs-weekly,basra,BAS-RS-L5-003,line-5 trainset 003,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-004:rs-weekly,basra,BAS-RS-L5-004,line-5 trainset 004,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-005:rs-weekly,basra,BAS-RS-L5-005,line-5 trainset 005,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-006:rs-weekly,basra,BAS-RS-L5-006,line-5 trainset 006,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-007:rs-weekly,basra,BAS-RS-L5-007,line-5 trainset 007,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-008:rs-weekly,basra,BAS-RS-L5-008,line-5 trainset 008,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-009:rs-weekly,basra,BAS-RS-L5-009,line-5 trainset 009,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-010:rs-weekly,basra,BAS-RS-L5-010,line-5 trainset 010,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-011:rs-weekly,basra,BAS-RS-L5-011,line-5 trainset 011,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-012:rs-weekly,basra,BAS-RS-L5-012,line-5 trainset 012,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-013:rs-weekly,basra,BAS-RS-L5-013,line-5 trainset 013,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-014:rs-weekly,basra,BAS-RS-L5-014,line-5 trainset 014,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-015:rs-weekly,basra,BAS-RS-L5-015,line-5 trainset 015,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-016:rs-weekly,basra,BAS-RS-L5-016,line-5 trainset 016,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-017:rs-weekly,basra,BAS-RS-L5-017,line-5 trainset 017,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-018:rs-weekly,basra,BAS-RS-L5-018,line-5 trainset 018,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-019:rs-weekly,basra,BAS-RS-L5-019,line-5 trainset 019,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-020:rs-weekly,basra,BAS-RS-L5-020,line-5 trainset 020,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-021:rs-weekly,basra,BAS-RS-L5-021,line-5 trainset 021,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-022:rs-weekly,basra,BAS-RS-L5-022,line-5 trainset 022,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-023:rs-weekly,basra,BAS-RS-L5-023,line-5 trainset 023,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-024:rs-weekly,basra,BAS-RS-L5-024,line-5 trainset 024,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-025:rs-weekly,basra,BAS-RS-L5-025,line-5 trainset 025,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-026:rs-weekly,basra,BAS-RS-L5-026,line-5 trainset 026,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-027:rs-weekly,basra,BAS-RS-L5-027,line-5 trainset 027,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-028:rs-weekly,basra,BAS-RS-L5-028,line-5 trainset 028,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-029:rs-weekly,basra,BAS-RS-L5-029,line-5 trainset 029,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-030:rs-weekly,basra,BAS-RS-L5-030,line-5 trainset 030,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-031:rs-weekly,basra,BAS-RS-L5-031,line-5 trainset 031,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-032:rs-weekly,basra,BAS-RS-L5-032,line-5 trainset 032,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-033:rs-weekly,basra,BAS-RS-L5-033,line-5 trainset 033,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-034:rs-weekly,basra,BAS-RS-L5-034,line-5 trainset 034,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-035:rs-weekly,basra,BAS-RS-L5-035,line-5 trainset 035,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-036:rs-weekly,basra,BAS-RS-L5-036,line-5 trainset 036,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-037:rs-weekly,basra,BAS-RS-L5-037,line-5 trainset 037,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-038:rs-weekly,basra,BAS-RS-L5-038,line-5 trainset 038,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-039:rs-weekly,basra,BAS-RS-L5-039,line-5 trainset 039,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-040:rs-weekly,basra,BAS-RS-L5-040,line-5 trainset 040,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-041:rs-weekly,basra,BAS-RS-L5-041,line-5 trainset 041,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-042:rs-weekly,basra,BAS-RS-L5-042,line-5 trainset 042,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-043:rs-weekly,basra,BAS-RS-L5-043,line-5 trainset 043,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-044:rs-weekly,basra,BAS-RS-L5-044,line-5 trainset 044,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-045:rs-weekly,basra,BAS-RS-L5-045,line-5 trainset 045,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-046:rs-weekly,basra,BAS-RS-L5-046,line-5 trainset 046,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-047:rs-weekly,basra,BAS-RS-L5-047,line-5 trainset 047,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-048:rs-weekly,basra,BAS-RS-L5-048,line-5 trainset 048,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-049:rs-weekly,basra,BAS-RS-L5-049,line-5 trainset 049,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-050:rs-weekly,basra,BAS-RS-L5-050,line-5 trainset 050,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-051:rs-weekly,basra,BAS-RS-L5-051,line-5 trainset 051,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-052:rs-weekly,basra,BAS-RS-L5-052,line-5 trainset 052,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-053:rs-weekly,basra,BAS-RS-L5-053,line-5 trainset 053,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-054:rs-weekly,basra,BAS-RS-L5-054,line-5 trainset 054,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-055:rs-weekly,basra,BAS-RS-L5-055,line-5 trainset 055,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-056:rs-weekly,basra,BAS-RS-L5-056,line-5 trainset 056,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-057:rs-weekly,basra,BAS-RS-L5-057,line-5 trainset 057,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-058:rs-weekly,basra,BAS-RS-L5-058,line-5 trainset 058,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-059:rs-weekly,basra,BAS-RS-L5-059,line-5 trainset 059,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-060:rs-weekly,basra,BAS-RS-L5-060,line-5 trainset 060,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-061:rs-weekly,basra,BAS-RS-L5-061,line-5 trainset 061,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-062:rs-weekly,basra,BAS-RS-L5-062,line-5 trainset 062,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-063:rs-weekly,basra,BAS-RS-L5-063,line-5 trainset 063,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-064:rs-weekly,basra,BAS-RS-L5-064,line-5 trainset 064,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-065:rs-weekly,basra,BAS-RS-L5-065,line-5 trainset 065,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-066:rs-weekly,basra,BAS-RS-L5-066,line-5 trainset 066,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-067:rs-weekly,basra,BAS-RS-L5-067,line-5 trainset 067,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-068:rs-weekly,basra,BAS-RS-L5-068,line-5 trainset 068,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-069:rs-weekly,basra,BAS-RS-L5-069,line-5 trainset 069,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-070:rs-weekly,basra,BAS-RS-L5-070,line-5 trainset 070,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-071:rs-weekly,basra,BAS-RS-L5-071,line-5 trainset 071,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-072:rs-weekly,basra,BAS-RS-L5-072,line-5 trainset 072,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-073:rs-weekly,basra,BAS-RS-L5-073,line-5 trainset 073,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-074:rs-weekly,basra,BAS-RS-L5-074,line-5 trainset 074,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-075:rs-weekly,basra,BAS-RS-L5-075,line-5 trainset 075,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-076:rs-weekly,basra,BAS-RS-L5-076,line-5 trainset 076,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-077:rs-weekly,basra,BAS-RS-L5-077,line-5 trainset 077,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-078:rs-weekly,basra,BAS-RS-L5-078,line-5 trainset 078,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-079:rs-weekly,basra,BAS-RS-L5-079,line-5 trainset 079,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-080:rs-weekly,basra,BAS-RS-L5-080,line-5 trainset 080,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-081:rs-weekly,basra,BAS-RS-L5-081,line-5 trainset 081,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-082:rs-weekly,basra,BAS-RS-L5-082,line-5 trainset 082,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-083:rs-weekly,basra,BAS-RS-L5-083,line-5 trainset 083,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-084:rs-weekly,basra,BAS-RS-L5-084,line-5 trainset 084,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-085:rs-weekly,basra,BAS-RS-L5-085,line-5 trainset 085,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
basra:BAS-RS-L5-086:rs-weekly,basra,BAS-RS-L5-086,line-5 trainset 086,rolling-stock,line-5,rs-weekly,7 days,calendar,"wheel wear, brake pad thickness, BMS cell spread, under-car chafe, roof/PV cleaner, door obstruction sensors",weekly inspection measurements,fleet maintenance,opening_date + 7 days,scheduled,routine
