campaign,geography_type,region,country,city,recipient_id,recipient_role,organization,recipient_name,email,official_url,verification_status,last_verified,source_url,notes
marketing/campaigns/central-africa/DR Congo/Kinshasa/README.md,city,central-africa,DR Congo,Kinshasa,sustainability-office,"Kinshasa climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Kinshasa/README.md,city,central-africa,DR Congo,Kinshasa,municipal-finance,Kinshasa municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Kisangani/README.md,city,central-africa,DR Congo,Kisangani,mayor-office,Office of the Mayor or city executive for Kisangani,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Kisangani/README.md,city,central-africa,DR Congo,Kisangani,transport-planning,Kisangani municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Kisangani/README.md,city,central-africa,DR Congo,Kisangani,sustainability-office,"Kisangani climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Kisangani/README.md,city,central-africa,DR Congo,Kisangani,municipal-finance,Kisangani municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Lubumbashi/README.md,city,central-africa,DR Congo,Lubumbashi,mayor-office,Office of the Mayor or city executive for Lubumbashi,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Lubumbashi/README.md,city,central-africa,DR Congo,Lubumbashi,transport-planning,Lubumbashi municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Lubumbashi/README.md,city,central-africa,DR Congo,Lubumbashi,sustainability-office,"Lubumbashi climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Lubumbashi/README.md,city,central-africa,DR Congo,Lubumbashi,municipal-finance,Lubumbashi municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Mbuji-Mayi/README.md,city,central-africa,DR Congo,Mbuji-Mayi,mayor-office,Office of the Mayor or city executive for Mbuji-Mayi,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Mbuji-Mayi/README.md,city,central-africa,DR Congo,Mbuji-Mayi,transport-planning,Mbuji-Mayi municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Mbuji-Mayi/README.md,city,central-africa,DR Congo,Mbuji-Mayi,sustainability-office,"Mbuji-Mayi climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/central-africa/DR Congo/Mbuji-Mayi/README.md,city,central-africa,DR Congo,Mbuji-Mayi,municipal-finance,Mbuji-Mayi municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Benguela/README.md,city,east-africa,Angola,Benguela,mayor-office,Office of the Mayor or city executive for Benguela,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Benguela/README.md,city,east-africa,Angola,Benguela,transport-planning,Benguela municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Benguela/README.md,city,east-africa,Angola,Benguela,sustainability-office,"Benguela climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Benguela/README.md,city,east-africa,Angola,Benguela,municipal-finance,Benguela municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Huambo/README.md,city,east-africa,Angola,Huambo,mayor-office,Office of the Mayor or city executive for Huambo,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Huambo/README.md,city,east-africa,Angola,Huambo,transport-planning,Huambo municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Huambo/README.md,city,east-africa,Angola,Huambo,sustainability-office,"Huambo climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Huambo/README.md,city,east-africa,Angola,Huambo,municipal-finance,Huambo municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lobito/README.md,city,east-africa,Angola,Lobito,mayor-office,Office of the Mayor or city executive for Lobito,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lobito/README.md,city,east-africa,Angola,Lobito,transport-planning,Lobito municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lobito/README.md,city,east-africa,Angola,Lobito,sustainability-office,"Lobito climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lobito/README.md,city,east-africa,Angola,Lobito,municipal-finance,Lobito municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Luanda/README.md,city,east-africa,Angola,Luanda,mayor-office,Office of the Mayor or city executive for Luanda,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Luanda/README.md,city,east-africa,Angola,Luanda,transport-planning,Luanda municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Luanda/README.md,city,east-africa,Angola,Luanda,sustainability-office,"Luanda climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Luanda/README.md,city,east-africa,Angola,Luanda,municipal-finance,Luanda municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lubango/README.md,city,east-africa,Angola,Lubango,mayor-office,Office of the Mayor or city executive for Lubango,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lubango/README.md,city,east-africa,Angola,Lubango,transport-planning,Lubango municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lubango/README.md,city,east-africa,Angola,Lubango,sustainability-office,"Lubango climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Lubango/README.md,city,east-africa,Angola,Lubango,municipal-finance,Lubango municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Malanje/README.md,city,east-africa,Angola,Malanje,mayor-office,Office of the Mayor or city executive for Malanje,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Malanje/README.md,city,east-africa,Angola,Malanje,transport-planning,Malanje municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Malanje/README.md,city,east-africa,Angola,Malanje,sustainability-office,"Malanje climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Malanje/README.md,city,east-africa,Angola,Malanje,municipal-finance,Malanje municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Namibe/README.md,city,east-africa,Angola,Namibe,mayor-office,Office of the Mayor or city executive for Namibe,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Namibe/README.md,city,east-africa,Angola,Namibe,transport-planning,Namibe municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Namibe/README.md,city,east-africa,Angola,Namibe,sustainability-office,"Namibe climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Namibe/README.md,city,east-africa,Angola,Namibe,municipal-finance,Namibe municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Soyo/README.md,city,east-africa,Angola,Soyo,mayor-office,Office of the Mayor or city executive for Soyo,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Soyo/README.md,city,east-africa,Angola,Soyo,transport-planning,Soyo municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Soyo/README.md,city,east-africa,Angola,Soyo,sustainability-office,"Soyo climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Soyo/README.md,city,east-africa,Angola,Soyo,municipal-finance,Soyo municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Uige/README.md,city,east-africa,Angola,Uige,mayor-office,Office of the Mayor or city executive for Uige,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Uige/README.md,city,east-africa,Angola,Uige,transport-planning,Uige municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Uige/README.md,city,east-africa,Angola,Uige,sustainability-office,"Uige climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Angola/Uige/README.md,city,east-africa,Angola,Uige,municipal-finance,Uige municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Eldoret/README.md,city,east-africa,Kenya,Eldoret,mayor-office,Office of the Mayor or city executive for Eldoret,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Eldoret/README.md,city,east-africa,Kenya,Eldoret,transport-planning,Eldoret municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Eldoret/README.md,city,east-africa,Kenya,Eldoret,sustainability-office,"Eldoret climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Eldoret/README.md,city,east-africa,Kenya,Eldoret,municipal-finance,Eldoret municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Garissa/README.md,city,east-africa,Kenya,Garissa,mayor-office,Office of the Mayor or city executive for Garissa,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Garissa/README.md,city,east-africa,Kenya,Garissa,transport-planning,Garissa municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Garissa/README.md,city,east-africa,Kenya,Garissa,sustainability-office,"Garissa climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Garissa/README.md,city,east-africa,Kenya,Garissa,municipal-finance,Garissa municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kakamega/README.md,city,east-africa,Kenya,Kakamega,mayor-office,Office of the Mayor or city executive for Kakamega,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kakamega/README.md,city,east-africa,Kenya,Kakamega,transport-planning,Kakamega municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kakamega/README.md,city,east-africa,Kenya,Kakamega,sustainability-office,"Kakamega climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kakamega/README.md,city,east-africa,Kenya,Kakamega,municipal-finance,Kakamega municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisii/README.md,city,east-africa,Kenya,Kisii,mayor-office,Office of the Mayor or city executive for Kisii,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisii/README.md,city,east-africa,Kenya,Kisii,transport-planning,Kisii municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisii/README.md,city,east-africa,Kenya,Kisii,sustainability-office,"Kisii climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisii/README.md,city,east-africa,Kenya,Kisii,municipal-finance,Kisii municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisumu/README.md,city,east-africa,Kenya,Kisumu,mayor-office,Office of the Mayor or city executive for Kisumu,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisumu/README.md,city,east-africa,Kenya,Kisumu,transport-planning,Kisumu municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisumu/README.md,city,east-africa,Kenya,Kisumu,sustainability-office,"Kisumu climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kisumu/README.md,city,east-africa,Kenya,Kisumu,municipal-finance,Kisumu municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kitale/README.md,city,east-africa,Kenya,Kitale,mayor-office,Office of the Mayor or city executive for Kitale,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kitale/README.md,city,east-africa,Kenya,Kitale,transport-planning,Kitale municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kitale/README.md,city,east-africa,Kenya,Kitale,sustainability-office,"Kitale climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Kitale/README.md,city,east-africa,Kenya,Kitale,municipal-finance,Kitale municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Machakos/README.md,city,east-africa,Kenya,Machakos,mayor-office,Office of the Mayor or city executive for Machakos,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Machakos/README.md,city,east-africa,Kenya,Machakos,transport-planning,Machakos municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Machakos/README.md,city,east-africa,Kenya,Machakos,sustainability-office,"Machakos climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Machakos/README.md,city,east-africa,Kenya,Machakos,municipal-finance,Machakos municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Malindi/README.md,city,east-africa,Kenya,Malindi,mayor-office,Office of the Mayor or city executive for Malindi,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Malindi/README.md,city,east-africa,Kenya,Malindi,transport-planning,Malindi municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Malindi/README.md,city,east-africa,Kenya,Malindi,sustainability-office,"Malindi climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Malindi/README.md,city,east-africa,Kenya,Malindi,municipal-finance,Malindi municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Meru-Ke/README.md,city,east-africa,Kenya,Meru-Ke,mayor-office,Office of the Mayor or city executive for Meru-Ke,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Meru-Ke/README.md,city,east-africa,Kenya,Meru-Ke,transport-planning,Meru-Ke municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Meru-Ke/README.md,city,east-africa,Kenya,Meru-Ke,sustainability-office,"Meru-Ke climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Meru-Ke/README.md,city,east-africa,Kenya,Meru-Ke,municipal-finance,Meru-Ke municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Mombasa/README.md,city,east-africa,Kenya,Mombasa,mayor-office,Office of the Mayor or city executive for Mombasa,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Mombasa/README.md,city,east-africa,Kenya,Mombasa,transport-planning,Mombasa municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Mombasa/README.md,city,east-africa,Kenya,Mombasa,sustainability-office,"Mombasa climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Mombasa/README.md,city,east-africa,Kenya,Mombasa,municipal-finance,Mombasa municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nairobi/README.md,city,east-africa,Kenya,Nairobi,mayor-office,Office of the Mayor or city executive for Nairobi,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nairobi/README.md,city,east-africa,Kenya,Nairobi,transport-planning,Nairobi municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nairobi/README.md,city,east-africa,Kenya,Nairobi,sustainability-office,"Nairobi climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nairobi/README.md,city,east-africa,Kenya,Nairobi,municipal-finance,Nairobi municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Naivasha/README.md,city,east-africa,Kenya,Naivasha,mayor-office,Office of the Mayor or city executive for Naivasha,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Naivasha/README.md,city,east-africa,Kenya,Naivasha,transport-planning,Naivasha municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Naivasha/README.md,city,east-africa,Kenya,Naivasha,sustainability-office,"Naivasha climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Naivasha/README.md,city,east-africa,Kenya,Naivasha,municipal-finance,Naivasha municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nakuru/README.md,city,east-africa,Kenya,Nakuru,mayor-office,Office of the Mayor or city executive for Nakuru,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nakuru/README.md,city,east-africa,Kenya,Nakuru,transport-planning,Nakuru municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nakuru/README.md,city,east-africa,Kenya,Nakuru,sustainability-office,"Nakuru climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nakuru/README.md,city,east-africa,Kenya,Nakuru,municipal-finance,Nakuru municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nyeri/README.md,city,east-africa,Kenya,Nyeri,mayor-office,Office of the Mayor or city executive for Nyeri,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nyeri/README.md,city,east-africa,Kenya,Nyeri,transport-planning,Nyeri municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nyeri/README.md,city,east-africa,Kenya,Nyeri,sustainability-office,"Nyeri climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Nyeri/README.md,city,east-africa,Kenya,Nyeri,municipal-finance,Nyeri municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Thika/README.md,city,east-africa,Kenya,Thika,mayor-office,Office of the Mayor or city executive for Thika,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Thika/README.md,city,east-africa,Kenya,Thika,transport-planning,Thika municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Thika/README.md,city,east-africa,Kenya,Thika,sustainability-office,"Thika climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Kenya/Thika/README.md,city,east-africa,Kenya,Thika,municipal-finance,Thika municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Madagascar/Antananarivo/README.md,city,east-africa,Madagascar,Antananarivo,mayor-office,Office of the Mayor or city executive for Antananarivo,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Madagascar/Antananarivo/README.md,city,east-africa,Madagascar,Antananarivo,transport-planning,Antananarivo municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Madagascar/Antananarivo/README.md,city,east-africa,Madagascar,Antananarivo,sustainability-office,"Antananarivo climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Madagascar/Antananarivo/README.md,city,east-africa,Madagascar,Antananarivo,municipal-finance,Antananarivo municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Beira/README.md,city,east-africa,Mozambique,Beira,mayor-office,Office of the Mayor or city executive for Beira,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Beira/README.md,city,east-africa,Mozambique,Beira,transport-planning,Beira municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Beira/README.md,city,east-africa,Mozambique,Beira,sustainability-office,"Beira climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Beira/README.md,city,east-africa,Mozambique,Beira,municipal-finance,Beira municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Chimoio/README.md,city,east-africa,Mozambique,Chimoio,mayor-office,Office of the Mayor or city executive for Chimoio,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Chimoio/README.md,city,east-africa,Mozambique,Chimoio,transport-planning,Chimoio municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Chimoio/README.md,city,east-africa,Mozambique,Chimoio,sustainability-office,"Chimoio climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Chimoio/README.md,city,east-africa,Mozambique,Chimoio,municipal-finance,Chimoio municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Lichinga/README.md,city,east-africa,Mozambique,Lichinga,mayor-office,Office of the Mayor or city executive for Lichinga,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Lichinga/README.md,city,east-africa,Mozambique,Lichinga,transport-planning,Lichinga municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Lichinga/README.md,city,east-africa,Mozambique,Lichinga,sustainability-office,"Lichinga climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Lichinga/README.md,city,east-africa,Mozambique,Lichinga,municipal-finance,Lichinga municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Maputo/README.md,city,east-africa,Mozambique,Maputo,mayor-office,Office of the Mayor or city executive for Maputo,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Maputo/README.md,city,east-africa,Mozambique,Maputo,transport-planning,Maputo municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Maputo/README.md,city,east-africa,Mozambique,Maputo,sustainability-office,"Maputo climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Maputo/README.md,city,east-africa,Mozambique,Maputo,municipal-finance,Maputo municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nacala/README.md,city,east-africa,Mozambique,Nacala,mayor-office,Office of the Mayor or city executive for Nacala,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nacala/README.md,city,east-africa,Mozambique,Nacala,transport-planning,Nacala municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nacala/README.md,city,east-africa,Mozambique,Nacala,sustainability-office,"Nacala climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nacala/README.md,city,east-africa,Mozambique,Nacala,municipal-finance,Nacala municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nampula/README.md,city,east-africa,Mozambique,Nampula,mayor-office,Office of the Mayor or city executive for Nampula,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nampula/README.md,city,east-africa,Mozambique,Nampula,transport-planning,Nampula municipal transport and urban-planning authority,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nampula/README.md,city,east-africa,Mozambique,Nampula,sustainability-office,"Nampula climate, energy or sustainability office",,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Nampula/README.md,city,east-africa,Mozambique,Nampula,municipal-finance,Nampula municipal finance and investment unit,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
marketing/campaigns/east-africa/Mozambique/Pemba-Mz/README.md,city,east-africa,Mozambique,Pemba-Mz,mayor-office,Office of the Mayor or city executive for Pemba-Mz,,,,,research_required,,,Prefer a published functional mailbox over a personal address.
