verification_uid,manufacturing_uid,qa_uid,city,asset_id,asset_name,asset_type,package_id,phase,qa_gate_id,qa_stage,hold_point,evidence_required,release_authority,required_result,blocks_successors,verification_source,status
samawah:SAM-ST-018:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-018:st-20-mep-passenger-systems,samawah:SAM-ST-018:qa-24-stations-depots-plant,samawah,SAM-ST-018,مركز صحي القشلة,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-008:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-008:rs-30-traction-battery-control,samawah:SAM-RS-L1-008:qa-12-traction-brake-battery,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-007:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-007:rs-40-fitout-static-test,samawah:SAM-RS-L1-007:qa-13-passenger-systems,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SIG-021:wpt-20-install-commission:VERIFY,samawah:SAM-SIG-021:wpt-20-install-commission,samawah:SAM-SIG-021:qa-26-wayside-comms-safety,samawah,SAM-SIG-021,station systems node line-3-0484-0261-s012046,signalling-comms,wpt-20-install-commission,wayside-systems,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.","W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",systems assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-006:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-006:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-006:qa-15-first-article-trainset,samawah,SAM-RS-L1-006,line-1 trainset 006,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-011:rs-10-material-kit,samawah:SAM-RS-L1-011:qa-10-carbody-structure,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-020:st-10-civil-structure:VERIFY,samawah:SAM-ST-020:st-10-civil-structure,samawah:SAM-ST-020:qa-24-stations-depots-plant,samawah,SAM-ST-020,line-3-0493-0352-s009079,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-010:rs-20-carbody-bogie,samawah:SAM-RS-L1-010:qa-11-bogie-wheelset,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-23-moulded-body-modules:VERIFY,samawah:SAM-RS-L1-010:rs-23-moulded-body-modules,samawah:SAM-RS-L1-010:qa-10-carbody-structure,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-23-moulded-body-modules,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-25-clip-on-body:VERIFY,samawah:SAM-RS-L1-010:rs-25-clip-on-body,samawah:SAM-RS-L1-010:qa-10-carbody-structure,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-25-clip-on-body,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-019:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-019:st-20-mep-passenger-systems,samawah:SAM-ST-019:qa-24-stations-depots-plant,samawah,SAM-ST-019,line-3-0493-0475-s006126,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-009:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-009:rs-30-traction-battery-control,samawah:SAM-RS-L1-009:qa-12-traction-brake-battery,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-008:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-008:rs-40-fitout-static-test,samawah:SAM-RS-L1-008:qa-13-passenger-systems,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L1-007:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-007:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-007:qa-15-first-article-trainset,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-012:rs-10-material-kit,samawah:SAM-RS-L1-012:qa-10-carbody-structure,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-021:st-10-civil-structure:VERIFY,samawah:SAM-ST-021:st-10-civil-structure,samawah:SAM-ST-021:qa-24-stations-depots-plant,samawah,SAM-ST-021,بستان ال شنان (طريق المهدي),station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-011:rs-20-carbody-bogie,samawah:SAM-RS-L1-011:qa-11-bogie-wheelset,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-23-moulded-body-modules:VERIFY,samawah:SAM-RS-L1-011:rs-23-moulded-body-modules,samawah:SAM-RS-L1-011:qa-10-carbody-structure,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-23-moulded-body-modules,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-25-clip-on-body:VERIFY,samawah:SAM-RS-L1-011:rs-25-clip-on-body,samawah:SAM-RS-L1-011:qa-10-carbody-structure,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-25-clip-on-body,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-020:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-020:st-20-mep-passenger-systems,samawah:SAM-ST-020:qa-24-stations-depots-plant,samawah,SAM-ST-020,line-3-0493-0352-s009079,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-010:rs-30-traction-battery-control,samawah:SAM-RS-L1-010:qa-12-traction-brake-battery,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-009:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-009:rs-40-fitout-static-test,samawah:SAM-RS-L1-009:qa-13-passenger-systems,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L1-008:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-008:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-008:qa-15-first-article-trainset,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-013:rs-10-material-kit,samawah:SAM-RS-L1-013:qa-10-carbody-structure,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-012:rs-20-carbody-bogie,samawah:SAM-RS-L1-012:qa-11-bogie-wheelset,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-23-moulded-body-modules:VERIFY,samawah:SAM-RS-L1-012:rs-23-moulded-body-modules,samawah:SAM-RS-L1-012:qa-10-carbody-structure,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-23-moulded-body-modules,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-25-clip-on-body:VERIFY,samawah:SAM-RS-L1-012:rs-25-clip-on-body,samawah:SAM-RS-L1-012:qa-10-carbody-structure,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-25-clip-on-body,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-021:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-021:st-20-mep-passenger-systems,samawah:SAM-ST-021:qa-24-stations-depots-plant,samawah,SAM-ST-021,بستان ال شنان (طريق المهدي),station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-011:rs-30-traction-battery-control,samawah:SAM-RS-L1-011:qa-12-traction-brake-battery,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-010:rs-40-fitout-static-test,samawah:SAM-RS-L1-010:qa-13-passenger-systems,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L1-009:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-009:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-009:qa-15-first-article-trainset,samawah,SAM-RS-L1-009,line-1 trainset 009,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-014:rs-10-material-kit,samawah:SAM-RS-L1-014:qa-10-carbody-structure,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-013:rs-20-carbody-bogie,samawah:SAM-RS-L1-013:qa-11-bogie-wheelset,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-23-moulded-body-modules:VERIFY,samawah:SAM-RS-L1-013:rs-23-moulded-body-modules,samawah:SAM-RS-L1-013:qa-10-carbody-structure,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-23-moulded-body-modules,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-25-clip-on-body:VERIFY,samawah:SAM-RS-L1-013:rs-25-clip-on-body,samawah:SAM-RS-L1-013:qa-10-carbody-structure,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-25-clip-on-body,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-012:rs-30-traction-battery-control,samawah:SAM-RS-L1-012:qa-12-traction-brake-battery,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-011:rs-40-fitout-static-test,samawah:SAM-RS-L1-011:qa-13-passenger-systems,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L1-010:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-010:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-010:qa-15-first-article-trainset,samawah,SAM-RS-L1-010,line-1 trainset 010,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-015:rs-10-material-kit,samawah:SAM-RS-L1-015:qa-10-carbody-structure,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-014:rs-20-carbody-bogie,samawah:SAM-RS-L1-014:qa-11-bogie-wheelset,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-23-moulded-body-modules:VERIFY,samawah:SAM-RS-L1-014:rs-23-moulded-body-modules,samawah:SAM-RS-L1-014:qa-10-carbody-structure,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-23-moulded-body-modules,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-25-clip-on-body:VERIFY,samawah:SAM-RS-L1-014:rs-25-clip-on-body,samawah:SAM-RS-L1-014:qa-10-carbody-structure,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-25-clip-on-body,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-013:rs-30-traction-battery-control,samawah:SAM-RS-L1-013:qa-12-traction-brake-battery,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-012:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-012:rs-40-fitout-static-test,samawah:SAM-RS-L1-012:qa-13-passenger-systems,samawah,SAM-RS-L1-012,line-1 trainset 012,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-RS-L1-011:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-011:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-011:qa-15-first-article-trainset,samawah,SAM-RS-L1-011,line-1 trainset 011,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-016:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-016:rs-10-material-kit,samawah:SAM-RS-L1-016:qa-10-carbody-structure,samawah,SAM-RS-L1-016,line-1 trainset 016,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-015:rs-20-carbody-bogie,samawah:SAM-RS-L1-015:qa-11-bogie-wheelset,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-23-moulded-body-modules:VERIFY,samawah:SAM-RS-L1-015:rs-23-moulded-body-modules,samawah:SAM-RS-L1-015:qa-10-carbody-structure,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-23-moulded-body-modules,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-25-clip-on-body:VERIFY,samawah:SAM-RS-L1-015:rs-25-clip-on-body,samawah:SAM-RS-L1-015:qa-10-carbody-structure,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-25-clip-on-body,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-014:rs-30-traction-battery-control,samawah:SAM-RS-L1-014:qa-12-traction-brake-battery,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-013:rs-40-fitout-static-test,samawah:SAM-RS-L1-013:qa-13-passenger-systems,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
