task_uid,city,asset_id,asset_name,asset_type,line,task_id,cadence,trigger,scope,evidence_required,owner,next_due_basis,status,severity
mosul:MOS-RS-L6-003:rs-daily,mosul,MOS-RS-L6-003,line-6 trainset 003,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-004:rs-daily,mosul,MOS-RS-L6-004,line-6 trainset 004,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-005:rs-daily,mosul,MOS-RS-L6-005,line-6 trainset 005,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-006:rs-daily,mosul,MOS-RS-L6-006,line-6 trainset 006,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-007:rs-daily,mosul,MOS-RS-L6-007,line-6 trainset 007,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-008:rs-daily,mosul,MOS-RS-L6-008,line-6 trainset 008,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-009:rs-daily,mosul,MOS-RS-L6-009,line-6 trainset 009,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-010:rs-daily,mosul,MOS-RS-L6-010,line-6 trainset 010,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-011:rs-daily,mosul,MOS-RS-L6-011,line-6 trainset 011,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-012:rs-daily,mosul,MOS-RS-L6-012,line-6 trainset 012,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-013:rs-daily,mosul,MOS-RS-L6-013,line-6 trainset 013,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-014:rs-daily,mosul,MOS-RS-L6-014,line-6 trainset 014,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-015:rs-daily,mosul,MOS-RS-L6-015,line-6 trainset 015,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-016:rs-daily,mosul,MOS-RS-L6-016,line-6 trainset 016,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-017:rs-daily,mosul,MOS-RS-L6-017,line-6 trainset 017,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-018:rs-daily,mosul,MOS-RS-L6-018,line-6 trainset 018,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-019:rs-daily,mosul,MOS-RS-L6-019,line-6 trainset 019,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-020:rs-daily,mosul,MOS-RS-L6-020,line-6 trainset 020,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-021:rs-daily,mosul,MOS-RS-L6-021,line-6 trainset 021,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-022:rs-daily,mosul,MOS-RS-L6-022,line-6 trainset 022,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-023:rs-daily,mosul,MOS-RS-L6-023,line-6 trainset 023,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-024:rs-daily,mosul,MOS-RS-L6-024,line-6 trainset 024,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-025:rs-daily,mosul,MOS-RS-L6-025,line-6 trainset 025,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-026:rs-daily,mosul,MOS-RS-L6-026,line-6 trainset 026,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-027:rs-daily,mosul,MOS-RS-L6-027,line-6 trainset 027,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-028:rs-daily,mosul,MOS-RS-L6-028,line-6 trainset 028,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-029:rs-daily,mosul,MOS-RS-L6-029,line-6 trainset 029,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-030:rs-daily,mosul,MOS-RS-L6-030,line-6 trainset 030,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-031:rs-daily,mosul,MOS-RS-L6-031,line-6 trainset 031,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-032:rs-daily,mosul,MOS-RS-L6-032,line-6 trainset 032,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-033:rs-daily,mosul,MOS-RS-L6-033,line-6 trainset 033,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-034:rs-daily,mosul,MOS-RS-L6-034,line-6 trainset 034,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L6-035:rs-daily,mosul,MOS-RS-L6-035,line-6 trainset 035,rolling-stock,line-6,rs-daily,daily / each depot return,calendar,"walk-around, wheel/tread visual, doors, HVAC, coupler face, saloon damage, emergency equipment, fault-log download",daily inspection work order,fleet maintenance,opening_date + 1 day,scheduled,routine
mosul:MOS-RS-L1-001:rs-turnaround-service,mosul,MOS-RS-L1-001,line-1 trainset 001,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-002:rs-turnaround-service,mosul,MOS-RS-L1-002,line-1 trainset 002,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-003:rs-turnaround-service,mosul,MOS-RS-L1-003,line-1 trainset 003,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-004:rs-turnaround-service,mosul,MOS-RS-L1-004,line-1 trainset 004,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-005:rs-turnaround-service,mosul,MOS-RS-L1-005,line-1 trainset 005,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-006:rs-turnaround-service,mosul,MOS-RS-L1-006,line-1 trainset 006,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-007:rs-turnaround-service,mosul,MOS-RS-L1-007,line-1 trainset 007,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-008:rs-turnaround-service,mosul,MOS-RS-L1-008,line-1 trainset 008,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-009:rs-turnaround-service,mosul,MOS-RS-L1-009,line-1 trainset 009,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-010:rs-turnaround-service,mosul,MOS-RS-L1-010,line-1 trainset 010,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-011:rs-turnaround-service,mosul,MOS-RS-L1-011,line-1 trainset 011,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-012:rs-turnaround-service,mosul,MOS-RS-L1-012,line-1 trainset 012,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-013:rs-turnaround-service,mosul,MOS-RS-L1-013,line-1 trainset 013,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-014:rs-turnaround-service,mosul,MOS-RS-L1-014,line-1 trainset 014,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-015:rs-turnaround-service,mosul,MOS-RS-L1-015,line-1 trainset 015,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-016:rs-turnaround-service,mosul,MOS-RS-L1-016,line-1 trainset 016,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-017:rs-turnaround-service,mosul,MOS-RS-L1-017,line-1 trainset 017,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-018:rs-turnaround-service,mosul,MOS-RS-L1-018,line-1 trainset 018,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-019:rs-turnaround-service,mosul,MOS-RS-L1-019,line-1 trainset 019,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-020:rs-turnaround-service,mosul,MOS-RS-L1-020,line-1 trainset 020,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-021:rs-turnaround-service,mosul,MOS-RS-L1-021,line-1 trainset 021,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-022:rs-turnaround-service,mosul,MOS-RS-L1-022,line-1 trainset 022,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-023:rs-turnaround-service,mosul,MOS-RS-L1-023,line-1 trainset 023,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-024:rs-turnaround-service,mosul,MOS-RS-L1-024,line-1 trainset 024,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-025:rs-turnaround-service,mosul,MOS-RS-L1-025,line-1 trainset 025,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-026:rs-turnaround-service,mosul,MOS-RS-L1-026,line-1 trainset 026,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-027:rs-turnaround-service,mosul,MOS-RS-L1-027,line-1 trainset 027,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-028:rs-turnaround-service,mosul,MOS-RS-L1-028,line-1 trainset 028,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-029:rs-turnaround-service,mosul,MOS-RS-L1-029,line-1 trainset 029,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-030:rs-turnaround-service,mosul,MOS-RS-L1-030,line-1 trainset 030,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-031:rs-turnaround-service,mosul,MOS-RS-L1-031,line-1 trainset 031,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-032:rs-turnaround-service,mosul,MOS-RS-L1-032,line-1 trainset 032,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-033:rs-turnaround-service,mosul,MOS-RS-L1-033,line-1 trainset 033,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-034:rs-turnaround-service,mosul,MOS-RS-L1-034,line-1 trainset 034,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-035:rs-turnaround-service,mosul,MOS-RS-L1-035,line-1 trainset 035,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-036:rs-turnaround-service,mosul,MOS-RS-L1-036,line-1 trainset 036,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-037:rs-turnaround-service,mosul,MOS-RS-L1-037,line-1 trainset 037,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-038:rs-turnaround-service,mosul,MOS-RS-L1-038,line-1 trainset 038,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-039:rs-turnaround-service,mosul,MOS-RS-L1-039,line-1 trainset 039,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-040:rs-turnaround-service,mosul,MOS-RS-L1-040,line-1 trainset 040,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-041:rs-turnaround-service,mosul,MOS-RS-L1-041,line-1 trainset 041,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-042:rs-turnaround-service,mosul,MOS-RS-L1-042,line-1 trainset 042,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
mosul:MOS-RS-L1-043:rs-turnaround-service,mosul,MOS-RS-L1-043,line-1 trainset 043,rolling-stock,line-1,rs-turnaround-service,once per round trip,arrival at designated line service depot,"12-minute concurrent interior clean, exterior/running-gear walk-around, door/coupler/emergency-equipment safety release check, fault-log download, and 150 kW low-C recharge",depot service start/complete event and signed release exception when a defect is found,depot service team,opening_date + once per round trip,scheduled,routine
